Country,Year,Production Mineral,Production Qty,Import Mineral Name,Import Qty,Access to electricity (% of pop),Central Govt Debt (% of GDP),Electricity from fossil (% of total),Electricity from nuclear (% of total),Electricity from renewables excl. hydro (% of total),FDI (% of GDP),FDI (US$),GDP (constant PPP),GDP (current US$),GDP growth (%),Population (Total),WGI Average
Slovak Republic,2021,Copper,76,,,100,77.53552278,23.27425373,52.4053838,8.395522388,2.255849336,0,2.08881E+11,1.20561E+11,5.699592633,5447247,0.628197374
Slovak Republic,2022,Copper,30,,,100,64.3404047,17.4193308,59.31887622,0,4.165436078,0,2.09794E+11,1.15884E+11,0.437359509,5431752,0.566300251
Slovak Republic,2023,Copper,37,,,100,0,14.9197897,61.81922351,0,-0.244772213,0,2.14343E+11,1.33897E+11,2.168149116,5426740,0.535509532
Solomon Islands,2019,Nickel,,,,69.4,7.74418283,93.3530987,0,5.795715379,2.024950815,0,1938035862,1619155017,1.748566555,728147,
Solomon Islands,2020,Nickel,,,,72.9,11.46390032,94.07917384,0,5.154905336,0.584582978,0,1872508010,1536145814,-3.381147541,744498,
Solomon Islands,2021,Nickel,,,,76.3,0,93.44484192,0,5.694672726,1.83340987,0,1920525664,1522794913,2.564349754,762591,
Solomon Islands,2022,Nickel,0,,,76,15.39316607,0,0,0,2.599582143,0,1966665937,1566360686,2.402481436,781066,
Solomon Islands,2023,Nickel,1050,,,81.3,0,0,0,0,4.750171656,0,2018907701,1660896531,2.656361867,800005,
South Africa,2019,Cobalt,1027,,,85,64.58927814,87.78869789,5.2453462,2.949074386,1.314077523,0,8.56292E+11,3.8933E+11,0.259935577,59587885,0.046260557
South Africa,2019,Copper,52501,,,85,64.58927814,87.78869789,5.2453462,2.949074386,1.314077523,0,8.56292E+11,3.8933E+11,0.259935577,59587885,0.046260557
South Africa,2019,Copper & Alloys (incl. Brass & Bronze),,Copper & Alloys (incl. Brass & Bronze),10834,85,64.58927814,87.78869789,5.2453462,2.949074386,1.314077523,0,8.56292E+11,3.8933E+11,0.259935577,59587885,0.046260557
South Africa,2019,Nickel,43443,,,85,64.58927814,87.78869789,5.2453462,2.949074386,1.314077523,0,8.56292E+11,3.8933E+11,0.259935577,59587885,0.046260557
South Africa,2019,Other Rare Metals Nes,,Other Rare Metals Nes,214,85,64.58927814,87.78869789,5.2453462,2.949074386,1.314077523,0,8.56292E+11,3.8933E+11,0.259935577,59587885,0.046260557
South Africa,2019,Palladium,80684,,,85,64.58927814,87.78869789,5.2453462,2.949074386,1.314077523,0,8.56292E+11,3.8933E+11,0.259935577,59587885,0.046260557
South Africa,2019,Phosphate Rock (P2O5),639000,,,85,64.58927814,87.78869789,5.2453462,2.949074386,1.314077523,0,8.56292E+11,3.8933E+11,0.259935577,59587885,0.046260557
South Africa,2019,Platinium Alloys & Related Metals,,Platinium Alloys & Related Metals,2,85,64.58927814,87.78869789,5.2453462,2.949074386,1.314077523,0,8.56292E+11,3.8933E+11,0.259935577,59587885,0.046260557
South Africa,2019,Platinum,132989,,,85,64.58927814,87.78869789,5.2453462,2.949074386,1.314077523,0,8.56292E+11,3.8933E+11,0.259935577,59587885,0.046260557
South Africa,2019,Titanium (TiO2),1064000,,,85,64.58927814,87.78869789,5.2453462,2.949074386,1.314077523,0,8.56292E+11,3.8933E+11,0.259935577,59587885,0.046260557
South Africa,2019,Vanadium (V),8062,,,85,64.58927814,87.78869789,5.2453462,2.949074386,1.314077523,0,8.56292E+11,3.8933E+11,0.259935577,59587885,0.046260557
South Africa,2019,Zircon,368336,,,85,64.58927814,87.78869789,5.2453462,2.949074386,1.314077523,0,8.56292E+11,3.8933E+11,0.259935577,59587885,0.046260557
South Africa,2020,Cobalt,897,,,90,75.72550908,87.96681711,4.134501776,3.404210904,0.933073684,0,8.03468E+11,3.37975E+11,-6.168917715,60562381,0.033497734
South Africa,2020,Copper,38334,,,90,75.72550908,87.96681711,4.134501776,3.404210904,0.933073684,0,8.03468E+11,3.37975E+11,-6.168917715,60562381,0.033497734
South Africa,2020,Copper & Alloys (incl. Brass & Bronze),,Copper & Alloys (incl. Brass & Bronze),11881,90,75.72550908,87.96681711,4.134501776,3.404210904,0.933073684,0,8.03468E+11,3.37975E+11,-6.168917715,60562381,0.033497734
South Africa,2020,Nickel,34908,,,90,75.72550908,87.96681711,4.134501776,3.404210904,0.933073684,0,8.03468E+11,3.37975E+11,-6.168917715,60562381,0.033497734
South Africa,2020,Other Rare Metals Nes,,Other Rare Metals Nes,96,90,75.72550908,87.96681711,4.134501776,3.404210904,0.933073684,0,8.03468E+11,3.37975E+11,-6.168917715,60562381,0.033497734
South Africa,2020,Palladium,66264,,,90,75.72550908,87.96681711,4.134501776,3.404210904,0.933073684,0,8.03468E+11,3.37975E+11,-6.168917715,60562381,0.033497734
South Africa,2020,Phosphate Rock (P2O5),650600,,,90,75.72550908,87.96681711,4.134501776,3.404210904,0.933073684,0,8.03468E+11,3.37975E+11,-6.168917715,60562381,0.033497734
South Africa,2020,Platinium Alloys & Related Metals,,Platinium Alloys & Related Metals,2,90,75.72550908,87.96681711,4.134501776,3.404210904,0.933073684,0,8.03468E+11,3.37975E+11,-6.168917715,60562381,0.033497734
South Africa,2020,Platinum,111993,,,90,75.72550908,87.96681711,4.134501776,3.404210904,0.933073684,0,8.03468E+11,3.37975E+11,-6.168917715,60562381,0.033497734
South Africa,2020,Titanium (TiO2),950000,,,90,75.72550908,87.96681711,4.134501776,3.404210904,0.933073684,0,8.03468E+11,3.37975E+11,-6.168917715,60562381,0.033497734
South Africa,2020,Vanadium (V),8584,,,90,75.72550908,87.96681711,4.134501776,3.404210904,0.933073684,0,8.03468E+11,3.37975E+11,-6.168917715,60562381,0.033497734
South Africa,2020,Zircon,311800,,,90,75.72550908,87.96681711,4.134501776,3.404210904,0.933073684,0,8.03468E+11,3.37975E+11,-6.168917715,60562381,0.033497734
South Africa,2021,Cobalt,355,,,89.3,73.8065091,85.88059579,5.055651035,3.682228497,9.660265336,0,8.4328E+11,4.20887E+11,4.955032594,61502603,-0.016285687
South Africa,2021,Copper,51138,,,89.3,73.8065091,85.88059579,5.055651035,3.682228497,9.660265336,0,8.4328E+11,4.20887E+11,4.955032594,61502603,-0.016285687
South Africa,2021,Copper & Alloys (incl. Brass & Bronze),,Copper & Alloys (incl. Brass & Bronze),71269,89.3,73.8065091,85.88059579,5.055651035,3.682228497,9.660265336,0,8.4328E+11,4.20887E+11,4.955032594,61502603,-0.016285687
South Africa,2021,Nickel,31848,,,89.3,73.8065091,85.88059579,5.055651035,3.682228497,9.660265336,0,8.4328E+11,4.20887E+11,4.955032594,61502603,-0.016285687
South Africa,2021,Other Rare Metals Nes,,Other Rare Metals Nes,162,89.3,73.8065091,85.88059579,5.055651035,3.682228497,9.660265336,0,8.4328E+11,4.20887E+11,4.955032594,61502603,-0.016285687
South Africa,2021,Palladium,84336,,,89.3,73.8065091,85.88059579,5.055651035,3.682228497,9.660265336,0,8.4328E+11,4.20887E+11,4.955032594,61502603,-0.016285687
South Africa,2021,Phosphate Rock (P2O5),621300,,,89.3,73.8065091,85.88059579,5.055651035,3.682228497,9.660265336,0,8.4328E+11,4.20887E+11,4.955032594,61502603,-0.016285687
South Africa,2021,Platinium Alloys & Related Metals,,Platinium Alloys & Related Metals,2,89.3,73.8065091,85.88059579,5.055651035,3.682228497,9.660265336,0,8.4328E+11,4.20887E+11,4.955032594,61502603,-0.016285687
South Africa,2021,Platinum,141626,,,89.3,73.8065091,85.88059579,5.055651035,3.682228497,9.660265336,0,8.4328E+11,4.20887E+11,4.955032594,61502603,-0.016285687
South Africa,2021,Titanium (TiO2),900000,,,89.3,73.8065091,85.88059579,5.055651035,3.682228497,9.660265336,0,8.4328E+11,4.20887E+11,4.955032594,61502603,-0.016285687
South Africa,2021,Vanadium (V),8799,,,89.3,73.8065091,85.88059579,5.055651035,3.682228497,9.660265336,0,8.4328E+11,4.20887E+11,4.955032594,61502603,-0.016285687
South Africa,2021,Zircon,301000,,,89.3,73.8065091,85.88059579,5.055651035,3.682228497,9.660265336,0,8.4328E+11,4.20887E+11,4.955032594,61502603,-0.016285687
South Africa,2022,Cobalt,250,,,86.5,76.23723833,85.80668512,4.174153715,0,2.270468575,0,8.59399E+11,4.0692E+11,1.91147996,62378410,-0.090264194
South Africa,2022,Copper,49194,,,86.5,76.23723833,85.80668512,4.174153715,0,2.270468575,0,8.59399E+11,4.0692E+11,1.91147996,62378410,-0.090264194
South Africa,2022,Copper & Alloys (incl. Brass & Bronze),,Copper & Alloys (incl. Brass & Bronze),70512,86.5,76.23723833,85.80668512,4.174153715,0,2.270468575,0,8.59399E+11,4.0692E+11,1.91147996,62378410,-0.090264194
South Africa,2022,Nickel,29033,,,86.5,76.23723833,85.80668512,4.174153715,0,2.270468575,0,8.59399E+11,4.0692E+11,1.91147996,62378410,-0.090264194
South Africa,2022,Other Rare Metals Nes,,,,86.5,76.23723833,85.80668512,4.174153715,0,2.270468575,0,8.59399E+11,4.0692E+11,1.91147996,62378410,-0.090264194
South Africa,2022,Palladium,73104,,,86.5,76.23723833,85.80668512,4.174153715,0,2.270468575,0,8.59399E+11,4.0692E+11,1.91147996,62378410,-0.090264194
South Africa,2022,Phosphate Rock (P2O5),714800,,,86.5,76.23723833,85.80668512,4.174153715,0,2.270468575,0,8.59399E+11,4.0692E+11,1.91147996,62378410,-0.090264194
South Africa,2022,Platinium Alloys & Related Metals,,Platinium Alloys & Related Metals,2,86.5,76.23723833,85.80668512,4.174153715,0,2.270468575,0,8.59399E+11,4.0692E+11,1.91147996,62378410,-0.090264194
South Africa,2022,Platinum,124401,,,86.5,76.23723833,85.80668512,4.174153715,0,2.270468575,0,8.59399E+11,4.0692E+11,1.91147996,62378410,-0.090264194
South Africa,2022,Titanium (TiO2),1050000,,,86.5,76.23723833,85.80668512,4.174153715,0,2.270468575,0,8.59399E+11,4.0692E+11,1.91147996,62378410,-0.090264194
South Africa,2022,Vanadium (V),8872,,,86.5,76.23723833,85.80668512,4.174153715,0,2.270468575,0,8.59399E+11,4.0692E+11,1.91147996,62378410,-0.090264194
South Africa,2022,Zircon,307285,,,86.5,76.23723833,85.80668512,4.174153715,0,2.270468575,0,8.59399E+11,4.0692E+11,1.91147996,62378410,-0.090264194
South Africa,2023,Cobalt,378,,,87.7,0,0,0,0,0.90421279,0,8.65402E+11,3.80699E+11,0.698485194,63212384,-0.099971638
South Africa,2023,Copper,50023,,,87.7,0,0,0,0,0.90421279,0,8.65402E+11,3.80699E+11,0.698485194,63212384,-0.099971638
South Africa,2023,Copper & Alloys (incl. Brass & Bronze),,Copper & Alloys (incl. Brass & Bronze),90033,87.7,0,0,0,0,0.90421279,0,8.65402E+11,3.80699E+11,0.698485194,63212384,-0.099971638
South Africa,2023,Nickel,29750,,,87.7,0,0,0,0,0.90421279,0,8.65402E+11,3.80699E+11,0.698485194,63212384,-0.099971638
South Africa,2023,Other Rare Metals Nes,,Other Rare Metals Nes,86,87.7,0,0,0,0,0.90421279,0,8.65402E+11,3.80699E+11,0.698485194,63212384,-0.099971638
South Africa,2023,Palladium,74918,,,87.7,0,0,0,0,0.90421279,0,8.65402E+11,3.80699E+11,0.698485194,63212384,-0.099971638
South Africa,2023,Phosphate Rock (P2O5),628000,,,87.7,0,0,0,0,0.90421279,0,8.65402E+11,3.80699E+11,0.698485194,63212384,-0.099971638
South Africa,2023,Platinium Alloys & Related Metals,,Platinium Alloys & Related Metals,1,87.7,0,0,0,0,0.90421279,0,8.65402E+11,3.80699E+11,0.698485194,63212384,-0.099971638
South Africa,2023,Platinum,124870,,,87.7,0,0,0,0,0.90421279,0,8.65402E+11,3.80699E+11,0.698485194,63212384,-0.099971638
South Africa,2023,Titanium (TiO2),1010000,,,87.7,0,0,0,0,0.90421279,0,8.65402E+11,3.80699E+11,0.698485194,63212384,-0.099971638
South Africa,2023,Vanadium (V),8667,,,87.7,0,0,0,0,0.90421279,0,8.65402E+11,3.80699E+11,0.698485194,63212384,-0.099971638
South Africa,2023,Zircon,289479,,,87.7,0,0,0,0,0.90421279,0,8.65402E+11,3.80699E+11,0.698485194,63212384,-0.099971638
Spain,2019,Cadmium (incl. Waste & Scrap),,,,100,111.2931012,40.46300735,21.35315838,27.93780214,2.16052375,0,2.20969E+12,1.4035E+12,1.961178508,47118501,0.831904585
Spain,2019,Copper,170556,,,100,111.2931012,40.46300735,21.35315838,27.93780214,2.16052375,0,2.20969E+12,1.4035E+12,1.961178508,47118501,0.831904585
Spain,2019,Potash (K2O),519644,,,100,111.2931012,40.46300735,21.35315838,27.93780214,2.16052375,0,2.20969E+12,1.4035E+12,1.961178508,47118501,0.831904585
Spain,2019,Tantalum (Ta2O5),18,,,100,111.2931012,40.46300735,21.35315838,27.93780214,2.16052375,0,2.20969E+12,1.4035E+12,1.961178508,47118501,0.831904585
Spain,2019,Tin,101,,,100,111.2931012,40.46300735,21.35315838,27.93780214,2.16052375,0,2.20969E+12,1.4035E+12,1.961178508,47118501,0.831904585
Spain,2019,Tungsten (W),414,,,100,111.2931012,40.46300735,21.35315838,27.93780214,2.16052375,0,2.20969E+12,1.4035E+12,1.961178508,47118501,0.831904585
Spain,2020,Cadmium (incl. Waste & Scrap),,,,100,138.9552455,32.87808545,22.13552642,31.6190346,2.921659808,0,1.96795E+12,1.28978E+12,-10.94007064,47359424,0.766267821
Spain,2020,Copper,182678,,,100,138.9552455,32.87808545,22.13552642,31.6190346,2.921659808,0,1.96795E+12,1.28978E+12,-10.94007064,47359424,0.766267821
Spain,2020,Potash (K2O),351918,,,100,138.9552455,32.87808545,22.13552642,31.6190346,2.921659808,0,1.96795E+12,1.28978E+12,-10.94007064,47359424,0.766267821
Spain,2020,Tantalum (Ta2O5),16,,,100,138.9552455,32.87808545,22.13552642,31.6190346,2.921659808,0,1.96795E+12,1.28978E+12,-10.94007064,47359424,0.766267821
Spain,2020,Tin,115,,,100,138.9552455,32.87808545,22.13552642,31.6190346,2.921659808,0,1.96795E+12,1.28978E+12,-10.94007064,47359424,0.766267821
Spain,2020,Tungsten (W),238,,,100,138.9552455,32.87808545,22.13552642,31.6190346,2.921659808,0,1.96795E+12,1.28978E+12,-10.94007064,47359424,0.766267821
Spain,2021,Cadmium (incl. Waste & Scrap),,,,100,132.546759,31.91985768,20.62031555,35.04059246,4.422729025,0,2.09947E+12,1.46124E+12,6.683144205,47443821,0.795438369
Spain,2021,Copper,142381,,,100,132.546759,31.91985768,20.62031555,35.04059246,4.422729025,0,2.09947E+12,1.46124E+12,6.683144205,47443821,0.795438369
Spain,2021,Potash (K2O),375779,,,100,132.546759,31.91985768,20.62031555,35.04059246,4.422729025,0,2.09947E+12,1.46124E+12,6.683144205,47443821,0.795438369
Spain,2021,Tantalum (Ta2O5),19,,,100,132.546759,31.91985768,20.62031555,35.04059246,4.422729025,0,2.09947E+12,1.46124E+12,6.683144205,47443821,0.795438369
Spain,2021,Tin,255,,,100,132.546759,31.91985768,20.62031555,35.04059246,4.422729025,0,2.09947E+12,1.46124E+12,6.683144205,47443821,0.795438369
Spain,2021,Tungsten (W),642,,,100,132.546759,31.91985768,20.62031555,35.04059246,4.422729025,0,2.09947E+12,1.46124E+12,6.683144205,47443821,0.795438369
Spain,2022,Cadmium (incl. Waste & Scrap),,Cadmium (incl. Waste & Scrap),172,100,109.2179612,35.992327,20.03391986,0,4.527406753,0,2.2292E+12,1.4465E+12,6.1793122,47786102,0.756261299
Spain,2022,Copper,128764,,,100,109.2179612,35.992327,20.03391986,0,4.527406753,0,2.2292E+12,1.4465E+12,6.1793122,47786102,0.756261299
Spain,2022,Potash (K2O),429896,,,100,109.2179612,35.992327,20.03391986,0,4.527406753,0,2.2292E+12,1.4465E+12,6.1793122,47786102,0.756261299
Spain,2022,Tantalum (Ta2O5),19,,,100,109.2179612,35.992327,20.03391986,0,4.527406753,0,2.2292E+12,1.4465E+12,6.1793122,47786102,0.756261299
Spain,2022,Tin,315,,,100,109.2179612,35.992327,20.03391986,0,4.527406753,0,2.2292E+12,1.4465E+12,6.1793122,47786102,0.756261299
Spain,2022,Tungsten (W),396,,,100,109.2179612,35.992327,20.03391986,0,4.527406753,0,2.2292E+12,1.4465E+12,6.1793122,47786102,0.756261299
Spain,2023,Cadmium (incl. Waste & Scrap),,,,100,107.2599689,27.39027952,19.91902522,0,2.65127535,0,2.28885E+12,1.62009E+12,2.675663463,48347910,0.730017588
Spain,2023,Copper,114786,,,100,107.2599689,27.39027952,19.91902522,0,2.65127535,0,2.28885E+12,1.62009E+12,2.675663463,48347910,0.730017588
Spain,2023,Potash (K2O),420000,,,100,107.2599689,27.39027952,19.91902522,0,2.65127535,0,2.28885E+12,1.62009E+12,2.675663463,48347910,0.730017588
Spain,2023,Tantalum (Ta2O5),24,,,100,107.2599689,27.39027952,19.91902522,0,2.65127535,0,2.28885E+12,1.62009E+12,2.675663463,48347910,0.730017588
Spain,2023,Tin,356,,,100,107.2599689,27.39027952,19.91902522,0,2.65127535,0,2.28885E+12,1.62009E+12,2.675663463,48347910,0.730017588
Spain,2023,Tungsten (W),711,,,100,107.2599689,27.39027952,19.91902522,0,2.65127535,0,2.28885E+12,1.62009E+12,2.675663463,48347910,0.730017588
Sri Lanka,2019,Graphite,3100,,,99.8,0,65.53365058,0,4.656263519,0.835367459,0,3.1914E+11,88998706297,-0.220483887,21803000,-0.154338493
Sri Lanka,2019,Phosphate Rock (P2O5),16600,,,99.8,0,65.53365058,0,4.656263519,0.835367459,0,3.1914E+11,88998706297,-0.220483887,21803000,-0.154338493
Sri Lanka,2019,Titanium (TiO2),25940,,,99.8,0,65.53365058,0,4.656263519,0.835367459,0,3.1914E+11,88998706297,-0.220483887,21803000,-0.154338493
Sri Lanka,2019,Zircon,971,,,99.8,0,65.53365058,0,4.656263519,0.835367459,0,3.1914E+11,88998706297,-0.220483887,21803000,-0.154338493
Sri Lanka,2020,Graphite,2500,,,100,0,64.70302441,0,4.978258229,0.514700553,0,3.04382E+11,84335574582,-4.624515037,21919000,-0.13039795
Sri Lanka,2020,Phosphate Rock (P2O5),18240,,,100,0,64.70302441,0,4.978258229,0.514700553,0,3.04382E+11,84335574582,-4.624515037,21919000,-0.13039795
Sri Lanka,2020,Titanium (TiO2),11150,,,100,0,64.70302441,0,4.978258229,0.514700553,0,3.04382E+11,84335574582,-4.624515037,21919000,-0.13039795
Sri Lanka,2020,Zircon,419,,,100,0,64.70302441,0,4.978258229,0.514700553,0,3.04382E+11,84335574582,-4.624515037,21919000,-0.13039795
Sri Lanka,2021,Graphite,3388,,,100,0,51.0903248,0,7.771261334,0.668825709,0,3.17188E+11,88556698938,4.207476495,22156000,-0.215938338
Sri Lanka,2021,Phosphate Rock (P2O5),23880,,,100,0,51.0903248,0,7.771261334,0.668825709,0,3.17188E+11,88556698938,4.207476495,22156000,-0.215938338
Sri Lanka,2021,Titanium (TiO2),28775,,,100,0,51.0903248,0,7.771261334,0.668825709,0,3.17188E+11,88556698938,4.207476495,22156000,-0.215938338
Sri Lanka,2021,Zircon,400,,,100,0,51.0903248,0,7.771261334,0.668825709,0,3.17188E+11,88556698938,4.207476495,22156000,-0.215938338
Sri Lanka,2022,Graphite,3096,,,100,0,49.71042471,0,0,1.192493222,0,2.93878E+11,74143020263,-7.349193013,22181000,-0.417613942
Sri Lanka,2022,Phosphate Rock (P2O5),12360,,,100,0,49.71042471,0,0,1.192493222,0,2.93878E+11,74143020263,-7.349193013,22181000,-0.417613942
Sri Lanka,2022,Titanium (TiO2),17060,,,100,0,49.71042471,0,0,1.192493222,0,2.93878E+11,74143020263,-7.349193013,22181000,-0.417613942
Sri Lanka,2022,Zircon,267,,,100,0,49.71042471,0,0,1.192493222,0,2.93878E+11,74143020263,-7.349193013,22181000,-0.417613942
Sri Lanka,2023,Graphite,2998,,,100,0,0,0,0,0.850285475,0,2.87031E+11,83716142582,-2.32984819,22037000,-0.329063252
Sri Lanka,2023,Phosphate Rock (P2O5),16330,,,100,0,0,0,0,0.850285475,0,2.87031E+11,83716142582,-2.32984819,22037000,-0.329063252
Sri Lanka,2023,Titanium (TiO2),31665,,,100,0,0,0,0,0.850285475,0,2.87031E+11,83716142582,-2.32984819,22037000,-0.329063252
Sri Lanka,2023,Zircon,556,,,100,0,0,0,0,0.850285475,0,2.87031E+11,83716142582,-2.32984819,22037000,-0.329063252
Sweden,2019,Copper,99332,,,100,38.79481699,0.999768462,39.2605038,19.92531421,2.984475169,0,6.29402E+11,5.32169E+11,2.549647872,10278887,1.653721571
Sweden,2019,Selenium,53,,,100,38.79481699,0.999768462,39.2605038,19.92531421,2.984475169,0,6.29402E+11,5.32169E+11,2.549647872,10278887,1.653721571
Sweden,2019,Tellurium,41,,,100,38.79481699,0.999768462,39.2605038,19.92531421,2.984475169,0,6.29402E+11,5.32169E+11,2.549647872,10278887,1.653721571
Sweden,2019,Zirconium & Scrap,,,,100,38.79481699,0.999768462,39.2605038,19.92531421,2.984475169,0,6.29402E+11,5.32169E+11,2.549647872,10278887,1.653721571
Sweden,2020,Copper,100065,,,100,44.17800675,0.547508744,30.02935916,24.26495273,3.396834569,0,6.1678E+11,5.45148E+11,-2.005337522,10353442,1.617663662
Sweden,2020,Selenium,69,,,100,44.17800675,0.547508744,30.02935916,24.26495273,3.396834569,0,6.1678E+11,5.45148E+11,-2.005337522,10353442,1.617663662
Sweden,2020,Tellurium,42,,,100,44.17800675,0.547508744,30.02935916,24.26495273,3.396834569,0,6.1678E+11,5.45148E+11,-2.005337522,10353442,1.617663662
Sweden,2020,Zirconium & Scrap,,Zirconium & Scrap,4,100,44.17800675,0.547508744,30.02935916,24.26495273,3.396834569,0,6.1678E+11,5.45148E+11,-2.005337522,10353442,1.617663662
Sweden,2021,Copper,88108,,,100,40.65508531,0.800358561,30.82981176,24.36116835,9.099546659,0,6.53402E+11,6.37187E+11,5.937508589,10415811,1.610114614
Sweden,2021,Selenium,51,,,100,40.65508531,0.800358561,30.82981176,24.36116835,9.099546659,0,6.53402E+11,6.37187E+11,5.937508589,10415811,1.610114614
Sweden,2021,Tellurium,41,,,100,40.65508531,0.800358561,30.82981176,24.36116835,9.099546659,0,6.53402E+11,6.37187E+11,5.937508589,10415811,1.610114614
Sweden,2021,Zirconium & Scrap,,,,100,40.65508531,0.800358561,30.82981176,24.36116835,9.099546659,0,6.53402E+11,6.37187E+11,5.937508589,10415811,1.610114614
Sweden,2022,Copper,88337,,,100,36.91035156,0.724189906,29.99786324,0,9.303924919,0,6.62937E+11,5.79896E+11,1.4592885,10486941,1.573508203
Sweden,2022,Selenium,20,,,100,36.91035156,0.724189906,29.99786324,0,9.303924919,0,6.62937E+11,5.79896E+11,1.4592885,10486941,1.573508203
Sweden,2022,Tellurium,33,,,100,36.91035156,0.724189906,29.99786324,0,9.303924919,0,6.62937E+11,5.79896E+11,1.4592885,10486941,1.573508203
Sweden,2022,Zirconium & Scrap,,,,100,36.91035156,0.724189906,29.99786324,0,9.303924919,0,6.62937E+11,5.79896E+11,1.4592885,10486941,1.573508203
Sweden,2023,Copper,73780,,,100,0,0.607277683,29.12098515,0,3.07714915,0,6.6218E+11,5.8549E+11,-0.114161935,10536632,1.547477822
Sweden,2023,Selenium,20,,,100,0,0.607277683,29.12098515,0,3.07714915,0,6.6218E+11,5.8549E+11,-0.114161935,10536632,1.547477822
Sweden,2023,Tellurium,36,,,100,0,0.607277683,29.12098515,0,3.07714915,0,6.6218E+11,5.8549E+11,-0.114161935,10536632,1.547477822
Sweden,2023,Zirconium & Scrap,,,,100,0,0.607277683,29.12098515,0,3.07714915,0,6.6218E+11,5.8549E+11,-0.114161935,10536632,1.547477822
Syrian Arab Republic,2019,Phosphate Rock (P2O5),134000,,,89.2,0,96.59192825,0,0.174304933,0,0,98214065503,22583045060,1.220705221,20353534,-2.007290979
Syrian Arab Republic,2020,Phosphate Rock (P2O5),580000,,,89,0,96.3047619,0,0.261,0,0,97529361721,12047752036,-0.697154504,21049429,-2.01879547
Syrian Arab Republic,2021,Phosphate Rock (P2O5),400000,,,88.8,0,96.24930799,0,0.427246724,0,0,99337766654,14353205678,1.854215901,21628839,-1.977686902
Syrian Arab Republic,2022,Phosphate Rock (P2O5),250000,,,89,0,95.72802951,0,0,0,0,1.00066E+11,23622827080,0.732781302,22462173,-2.01575913
Syrian Arab Republic,2023,Phosphate Rock (P2O5),250000,,,88.4,0,0,0,0,0,0,98857637916,19993439950,-1.207264203,23594623,-1.998078207
Taiwan,2019,Silicon,,,,,,,,,,,,,,,1.113244444
Taiwan,2020,Silicon,,Silicon,5,,,,,,,,,,,,1.18320925
Taiwan,2021,Silicon,,Silicon,1,,,,,,,,,,,,1.199730814
Taiwan,2022,Silicon,,Silicon,1240,,,,,,,,,,,,1.17780895
Taiwan,2023,Silicon,,Silicon,1587,,,,,,,,,,,,1.208944251
Tajikistan,2019,Antimony,29900,,,99.4,0,8.522212149,0,0.849262776,2.563721353,0,34783268091,8300813599,7.400000163,9529966,-1.181010117
Tajikistan,2019,Copper,8500,,,99.4,0,8.522212149,0,0.849262776,2.563721353,0,34783268091,8300813599,7.400000163,9529966,-1.181010117
Tajikistan,2020,Antimony,24070,,,99.5,0,9.875621891,0,6.144179104,1.309752523,0,36313732275,8133963551,4.400001116,9749310,-1.117516498
Tajikistan,2020,Copper,978,,,99.5,0,9.875621891,0,6.144179104,1.309752523,0,36313732275,8133963551,4.400001116,9749310,-1.117516498
Tajikistan,2021,Antimony,24110,,,99.6,0,9.957044259,0,3.339833004,0.940255222,0,39727222945,8937805347,9.39999955,9966908,-1.123199244
Tajikistan,2021,Copper,4480,,,99.6,0,9.957044259,0,3.339833004,0.940255222,0,39727222945,8937805347,9.39999955,9966908,-1.123199244
Tajikistan,2022,Antimony,14500,,,100,0,7.291424317,0,0,1.624322875,0,42905400916,10713525200,8.000000338,10182222,-1.176601171
Tajikistan,2022,Copper,19240,,,100,0,7.291424317,0,0,1.624322875,0,42905400916,10713525200,8.000000338,10182222,-1.176601171
Tajikistan,2023,Antimony,14800,,,100,0,0,0,0,1.148136989,0,46466548855,12244169293,8.299999217,10389799,-1.118999526
Tajikistan,2023,Copper,4500,,,100,0,0,0,0,1.148136989,0,46466548855,12244169293,8.299999217,10389799,-1.118999526
Tanzania,2019,Copper,1500,,,37.7,0,66.83817854,0,3.377926421,1.99459354,0,1.99992E+11,61026731926,5.8,59174891,-0.570087423
Tanzania,2019,Graphite,10860,,,37.7,0,66.83817854,0,3.377926421,1.99459354,0,1.99992E+11,61026731926,5.8,59174891,-0.570087423
Tanzania,2019,Lithium (Li2O),,,,37.7,0,66.83817854,0,3.377926421,1.99459354,0,1.99992E+11,61026731926,5.8,59174891,-0.570087423
Tanzania,2019,Phosphate Rock (P2O5),5050,,,37.7,0,66.83817854,0,3.377926421,1.99459354,0,1.99992E+11,61026731926,5.8,59174891,-0.570087423
Tanzania,2019,Tin,18,,,37.7,0,66.83817854,0,3.377926421,1.99459354,0,1.99992E+11,61026731926,5.8,59174891,-0.570087423
Tanzania,2020,Copper,1706,,,39.9,0,58.59075823,0,3.403242277,1.428459652,0,2.03976E+11,66068737786,1.991964606,60972798,-0.610936046
Tanzania,2020,Graphite,2490,,,39.9,0,58.59075823,0,3.403242277,1.428459652,0,2.03976E+11,66068737786,1.991964606,60972798,-0.610936046
Tanzania,2020,Lithium (Li2O),,,,39.9,0,58.59075823,0,3.403242277,1.428459652,0,2.03976E+11,66068737786,1.991964606,60972798,-0.610936046
Tanzania,2020,Phosphate Rock (P2O5),6240,,,39.9,0,58.59075823,0,3.403242277,1.428459652,0,2.03976E+11,66068737786,1.991964606,60972798,-0.610936046
Tanzania,2020,Tin,35,,,39.9,0,58.59075823,0,3.403242277,1.428459652,0,2.03976E+11,66068737786,1.991964606,60972798,-0.610936046
